"","age","marital_status","juv_fel_count","juv_misd_count","juv_other_count","priors_count","c_charge_degree","c_charge_desc","is_recid","prison_length"
"2685",30,"Single",5,0,0,7,"(F3)","Grand Theft in the 3rd Degree",0,1143
"2686",41,"Single",0,0,0,6,"(M1)","Battery",0,767
"2687",41,"Married",0,0,0,6,"(M1)","Battery",0,767
"2688",48,"Single",0,0,0,0,"(F3)","Grand Theft in the 3rd Degree",1,428
"2689",48,"Married",0,0,0,0,"(F3)","Grand Theft in the 3rd Degree",1,428
"2690",48,"Single",0,0,0,0,"(F3)","Grand Theft in the 3rd Degree",1,1784
"2691",48,"Married",0,0,0,0,"(F3)","Grand Theft in the 3rd Degree",1,1784
"2692",48,"Single",0,0,0,0,"(F3)","Grand Theft in the 3rd Degree",1,178
"2693",48,"Married",0,0,0,0,"(F3)","Grand Theft in the 3rd Degree",1,178
"2694",31,"Single",2,1,0,8,"(M2)","arrest case no charge",1,665
"2695",31,"Single",2,1,0,8,"(M2)","arrest case no charge",1,10
"2696",31,"Single",2,1,0,8,"(M2)","arrest case no charge",1,211
"2697",31,"Single",0,0,0,1,"(F2)","arrest case no charge",0,807
"2698",49,"Single",0,0,0,6,"(F2)","arrest case no charge",0,1392
"2699",49,"Single",0,0,0,6,"(F2)","arrest case no charge",0,388
"2700",29,"Significant Other",0,0,0,2,"(M1)","Fighting/Baiting Animals",1,768
"2701",28,"Single",0,0,0,10,"(F3)","Felony Petit Theft",0,318
"2702",53,"Single",0,0,0,5,"(F3)","Battery on Law Enforc Officer",0,49
"2703",46,"Single",0,0,0,7,"(F3)","Grand Theft (Motor Vehicle)",1,1357
"2704",46,"Single",0,0,0,7,"(F3)","Grand Theft (Motor Vehicle)",1,217
"2705",45,"Single",0,0,0,7,"(F3)","Fail to Reg as Sexual Offender",1,1810
"2706",45,"Single",0,0,0,7,"(F3)","Fail to Reg as Sexual Offender",1,846
"2707",35,"Single",0,1,0,16,"(F3)","arrest case no charge",1,2
"2708",35,"Single",0,1,0,16,"(F3)","arrest case no charge",1,1401
"2709",31,"Single",0,0,0,2,"(F3)","Possession of Hydrocodone",0,481
"2710",31,"Single",0,0,3,9,"(F2)","Burglary Dwelling Occupied",1,0
"2711",25,"Single",0,0,0,1,"(F3)","D.U.I. Serious Bodily Injury",1,1392
"2712",26,"Single",0,0,0,4,"(M1)","Viol Injunct Domestic Violence",1,287
"2714",41,"Single",5,0,0,16,"(F3)","arrest case no charge",0,903
"2715",41,"Single",5,0,0,16,"(F3)","arrest case no charge",0,1562
"2716",28,"Single",0,0,0,9,"(F3)","arrest case no charge",1,155
"2717",54,"Married",0,0,0,6,"(F3)","Aggravated Assault W/Dead Weap",0,1169
"2718",54,"Married",0,0,0,6,"(F3)","Aggravated Assault W/Dead Weap",0,447
"2719",54,"Married",0,0,0,6,"(F3)","Aggravated Assault W/Dead Weap",0,1392
"2720",54,"Married",0,0,0,6,"(F3)","Aggravated Assault W/Dead Weap",0,203
"2721",30,"Single",0,0,0,6,"(F3)","arrest case no charge",0,110
"2724",35,"Single",0,1,0,8,"(F3)","Driving While License Revoked",1,321
"2725",57,"Single",0,0,0,11,"(F3)","Possession of Cocaine",0,297
"2726",57,"Single",0,0,0,11,"(F3)","Possession of Cocaine",0,370
"2727",57,"Single",0,0,0,11,"(F3)","Possession of Cocaine",0,211
"2728",57,"Single",0,0,0,11,"(F3)","Possession of Cocaine",0,370
"2729",43,"Single",0,0,0,11,"(F3)","Felony DUI (level 3)",1,200
"2730",23,"Single",0,0,0,4,"(F3)","arrest case no charge",0,693
"2731",24,"Single",0,0,0,2,"(F3)","Crim Use of Personal ID Info",0,390
"2732",24,"Single",0,0,0,2,"(F3)","Crim Use of Personal ID Info",0,1451
"2735",24,"Single",0,0,0,3,"(F3)","Pos Cannabis W/Intent Sel/Del",1,221
"2736",22,"Single",0,0,0,2,"(F6)","arrest case no charge",0,1674
"2737",36,"Single",0,0,0,6,"(F3)","Poss Unlaw Issue Driver Licenc",0,201
"2738",36,"Single",0,0,0,6,"(F3)","Poss Unlaw Issue Driver Licenc",0,1032
"2739",30,"Single",0,0,0,8,"(F3)","Possession of Cocaine",1,173
"2740",30,"Single",0,0,0,8,"(F3)","Possession of Cocaine",1,755
"2741",30,"Single",0,0,0,8,"(F3)","Possession of Cocaine",1,314
"2742",26,"Single",0,0,0,5,"(F2)","Robbery / No Weapon",0,435
"2743",36,"Single",1,0,0,26,"(F2)","Poss Cocaine/Intent To Del/Sel",1,457
"2744",36,"Single",1,0,0,26,"(F2)","Poss Cocaine/Intent To Del/Sel",1,299
"2745",36,"Single",1,0,0,26,"(F2)","Poss Cocaine/Intent To Del/Sel",1,246
"2746",56,"Single",0,0,0,7,"(F3)","Felony Battery w/Prior Convict",1,261
"2747",56,"Single",0,0,0,7,"(F3)","Felony Battery w/Prior Convict",1,1854
"2748",56,"Single",0,0,0,7,"(F3)","Felony Battery w/Prior Convict",1,416
"2749",56,"Single",0,0,0,7,"(F3)","Felony Battery w/Prior Convict",1,169
"2750",56,"Single",0,0,0,7,"(F3)","Felony Battery w/Prior Convict",1,38
"2751",56,"Single",0,0,0,7,"(F3)","Felony Battery w/Prior Convict",1,201
"2752",56,"Single",0,0,0,7,"(F3)","Felony Battery w/Prior Convict",1,76
"2753",26,"Single",0,1,0,6,"(F3)","Poss Pyrrolidinovalerophenone",1,0
"2754",26,"Single",0,1,0,6,"(F3)","Poss Pyrrolidinovalerophenone",1,2110
"2755",31,"Single",0,0,0,0,"(F3)","Possession of Cocaine",1,2387
"2756",31,"Single",0,0,0,0,"(F3)","Possession of Cocaine",1,331
"2757",35,"Single",2,0,0,9,"(F3)","arrest case no charge",0,277
"2758",35,"Single",2,0,0,9,"(F3)","arrest case no charge",0,409
"2759",19,"Single",1,3,2,5,"(M2)","arrest case no charge",1,1441
"2760",69,"Divorced",0,0,0,1,"(F3)","Possession Child Pornography",0,1728
"2761",69,"Single",0,0,0,1,"(F3)","Possession Child Pornography",0,1728
"2762",46,"Single",0,0,0,0,"(MO3)","arrest case no charge",0,227
"2763",34,"Single",0,0,0,0,"(F3)","Possession of Cocaine",0,1660
"2764",34,"Single",0,0,0,0,"(F3)","Possession of Cocaine",0,1373
"2765",39,"Single",0,0,0,7,"(F2)","Aggravated Battery / Pregnant",1,1870
"2766",29,"Single",0,0,0,3,"(M1)","DUI Level 0.15 Or Minor In Veh",0,752
"2767",33,"Single",0,0,0,4,"(F3)","Aggravated Assault W/Dead Weap",0,1625
"2768",25,"Single",0,0,0,10,"(F2)","arrest case no charge",0,1723
"2769",25,"Single",0,1,0,11,"(F3)","Grand Theft in the 3rd Degree",1,109
"2770",21,"Single",1,0,1,1,"(F2)","arrest case no charge",1,338
"2771",21,"Single",0,0,4,2,"(M2)","Assault",1,1688
"2772",31,"Single",0,0,0,0,"(F3)","Grand Theft (Motor Vehicle)",1,277
"2773",31,"Single",0,0,0,0,"(F3)","Grand Theft (Motor Vehicle)",1,539
"2774",31,"Single",0,0,0,0,"(F3)","Grand Theft (Motor Vehicle)",1,281
"2775",30,"Single",0,1,2,12,"(F3)","arrest case no charge",0,482
"2776",20,"Single",0,0,0,1,"(F7)","Kidnapping / Domestic Violence",0,1660
"2777",26,"Single",1,0,0,10,"(F3)","arrest case no charge",1,150
"2778",20,"Single",0,0,0,0,"(F2)","Burglary Unoccupied Dwelling",1,1513
"2779",21,"Single",0,0,0,0,"(F1)","Deliver Cocaine 1000FT Church",1,1406
"2780",60,"Divorced",0,0,0,6,"(F2)","Burglary Dwelling Occupied",0,0
"2781",26,"Single",0,0,0,9,"(F3)","Drivg While Lic Suspd/Revk/Can",1,1443
"2782",42,"Widowed",0,0,0,5,"(M2)","Driving License Suspended",0,1784
"2783",25,"Single",0,0,0,0,"(F3)","Driving While License Revoked",0,1941
"2784",50,"Single",0,0,0,2,"(F7)","arrest case no charge",1,0
"2785",50,"Single",0,0,0,2,"(F7)","arrest case no charge",1,388
"2786",38,"Single",0,0,0,18,"(F3)","arrest case no charge",0,577
"2787",38,"Single",0,0,0,18,"(F3)","arrest case no charge",0,71
"2788",22,"Single",0,0,0,0,"(F2)","Burglary Unoccupied Dwelling",1,1546
"2789",43,"Single",0,0,0,8,"(F3)","Criminal Mischief",1,2435
"2790",21,"Single",1,0,0,7,"(F3)","Fleeing Or Attmp Eluding A Leo",1,1576
"2791",31,"Single",3,0,1,15,"(M1)","Battery",1,1194
"2792",31,"Single",3,0,1,15,"(M1)","Battery",1,274
"2793",38,"Single",0,0,0,2,"(M2)","Driving License Suspended",0,337
"2794",51,"Divorced",0,0,0,1,"(F3)","Aggrav Stalking After Injunctn",0,843
"2795",54,"Married",0,0,0,6,"(F3)","Felony Battery w/Prior Convict",0,172
"2796",24,"Single",0,0,0,3,"(F3)","Burglary Conveyance Unoccup",1,90
"2797",58,"Single",0,0,0,38,"(F3)","Felony Petit Theft",1,369
"2798",58,"Single",0,0,0,38,"(F3)","Felony Petit Theft",1,534
"2799",58,"Single",0,0,0,38,"(F3)","Felony Petit Theft",1,1573
"2800",58,"Single",0,0,0,38,"(F3)","Felony Petit Theft",1,110
"2801",58,"Single",0,0,0,38,"(F3)","Felony Petit Theft",1,235
"2802",58,"Single",0,0,0,38,"(F3)","Felony Petit Theft",1,282
"2803",58,"Single",0,0,0,38,"(F3)","Felony Petit Theft",1,624
"2804",32,"Single",2,0,1,15,"(F3)","Possession of Cocaine",1,200
"2805",32,"Single",2,0,1,15,"(F3)","Possession of Cocaine",1,238
"2806",32,"Single",2,0,1,15,"(F3)","Possession of Cocaine",1,148
"2807",49,"Single",0,0,0,1,"(F3)","Crim/Transmit of HIV Virus",0,206
"2808",49,"Single",0,0,0,1,"(F3)","Crim/Transmit of HIV Virus",0,139
"2809",49,"Single",0,0,0,1,"(F3)","Crim/Transmit of HIV Virus",0,77
"2810",49,"Single",0,0,0,1,"(F3)","Crim/Transmit of HIV Virus",0,1155
"2811",49,"Single",0,0,0,1,"(F3)","Crim/Transmit of HIV Virus",0,65
"2812",49,"Single",0,0,0,1,"(F3)","Crim/Transmit of HIV Virus",0,1931
"2813",31,"Single",0,0,0,4,"(F3)","Tampering With Physical Evidence",1,1213
"2814",31,"Single",0,0,0,4,"(F3)","Tampering With Physical Evidence",1,552
"2815",52,"Single",0,0,0,4,"(M2)","Fail Register Vehicle",0,1393
"2816",30,"Significant Other",0,1,0,6,"(F3)","Poss Pyrrolidinovalerophenone",0,911
"2817",28,"Single",0,0,1,7,"(F3)","Grand Theft in the 3rd Degree",0,424
"2818",24,"Single",0,0,0,4,"(F3)","Grand Theft in the 3rd Degree",0,1828
"2819",27,"Single",0,0,0,8,"(F3)","arrest case no charge",1,213
"2820",35,"Single",0,0,1,1,"(M1)","Battery",1,3058
"2821",35,"Single",0,0,1,1,"(M1)","Battery",1,253
"2822",47,"Single",0,0,0,23,"(F2)","Poss Wep Conv Felon",1,389
"2823",47,"Single",0,0,0,23,"(F2)","Poss Wep Conv Felon",1,70
"2824",47,"Single",0,0,0,23,"(F2)","Poss Wep Conv Felon",1,0
"2825",47,"Single",0,0,0,23,"(F2)","Poss Wep Conv Felon",1,381
"2826",47,"Single",0,0,0,23,"(F2)","Poss Wep Conv Felon",1,63
"2827",47,"Single",0,0,0,23,"(F2)","Poss Wep Conv Felon",1,466
"2828",47,"Single",0,0,0,23,"(F2)","Poss Wep Conv Felon",1,393
"2829",47,"Single",0,0,0,23,"(F2)","Poss Wep Conv Felon",1,383
"2830",42,"Single",3,0,0,17,"(F3)","Possession of Cocaine",1,834
"2831",42,"Single",3,0,0,17,"(F3)","Possession of Cocaine",1,738
"2832",42,"Single",3,0,0,17,"(F3)","Possession of Cocaine",1,514
"2833",42,"Single",3,0,0,17,"(F3)","Possession of Cocaine",1,309
"2834",42,"Single",3,0,0,17,"(F3)","Possession of Cocaine",1,944
"2835",42,"Single",3,0,0,17,"(F3)","Possession of Cocaine",1,491
"2836",32,"Single",0,0,4,9,"(F2)","Burglary Unoccupied Dwelling",0,484
"2837",46,"Single",0,0,0,12,"(M1)","Pos Cannabis W/Intent Sel/Del",0,1488
"2838",46,"Single",0,0,0,12,"(M1)","Pos Cannabis W/Intent Sel/Del",0,2634
"2839",46,"Single",0,0,0,12,"(M1)","Pos Cannabis W/Intent Sel/Del",0,1067
"2840",46,"Single",0,0,0,12,"(M1)","Pos Cannabis W/Intent Sel/Del",0,1541
"2841",31,"Single",0,0,0,0,"(M1)","Possession of Cocaine",0,1379
"2842",26,"Single",0,1,0,7,"(M1)","Battery",0,1777
"2843",22,"Single",0,0,0,2,"(M1)","Battery",1,1490
"2844",54,"Divorced",0,0,0,12,"(F3)","Possession of Hydrocodone",1,86
"2845",54,"Divorced",0,0,0,12,"(F3)","Possession of Hydrocodone",1,83
"2846",54,"Divorced",0,0,0,12,"(F3)","Possession of Hydrocodone",1,453
"2847",54,"Divorced",0,0,0,12,"(F3)","Possession of Hydrocodone",1,871
"2848",30,"Single",0,1,1,18,"(F3)","Burglary Conveyance Unoccup",1,170
"2849",30,"Single",0,1,1,18,"(F3)","Burglary Conveyance Unoccup",1,124
"2850",30,"Single",0,1,1,18,"(F3)","Burglary Conveyance Unoccup",1,27
"2851",30,"Single",0,1,1,18,"(F3)","Burglary Conveyance Unoccup",1,493
"2852",30,"Single",0,1,1,18,"(F3)","Burglary Conveyance Unoccup",1,17
"2853",30,"Single",0,1,1,18,"(F3)","Burglary Conveyance Unoccup",1,48
"2854",22,"Single",0,1,0,2,"(F1)","Burglary With Assault/battery",0,0
"2855",55,"Single",0,0,0,5,"(F3)","Agg Fleeing And Eluding",0,131
"2856",55,"Single",0,0,0,5,"(F3)","Agg Fleeing And Eluding",0,778
"2857",55,"Single",0,0,0,5,"(F3)","Agg Fleeing And Eluding",0,1465
"2858",55,"Single",0,0,0,5,"(F3)","Agg Fleeing And Eluding",0,203
"2859",55,"Single",0,0,0,5,"(F3)","Agg Fleeing And Eluding",0,364
"2860",55,"Single",0,0,0,5,"(F3)","Agg Fleeing And Eluding",0,3120
"2861",55,"Single",0,0,0,5,"(F3)","Agg Fleeing And Eluding",0,88
"2862",29,"Divorced",0,0,2,14,"(F3)","Grand Theft (Motor Vehicle)",1,400
"2863",29,"Divorced",0,0,2,14,"(F3)","Grand Theft (Motor Vehicle)",1,359
"2864",29,"Divorced",0,0,2,14,"(F3)","Grand Theft (Motor Vehicle)",1,47
"2865",29,"Divorced",0,0,2,14,"(F3)","Grand Theft (Motor Vehicle)",1,1420
"2866",61,"Single",0,0,0,0,"(F3)","Obstruct Officer W/Violence",0,1873
"2867",23,"Single",0,0,0,3,"(F3)","Possession of Cocaine",1,1906
"2868",28,"Married",1,1,0,5,"(F3)","Aggrav Stalking After Injunctn",0,1110
"2869",31,"Single",0,0,0,15,"(F3)","arrest case no charge",0,304
"2870",49,"Married",0,0,0,7,"(F3)","Child Abuse",1,550
"2871",30,"Single",3,0,0,4,"(F2)","Aggrav Battery w/Deadly Weapon",1,961
"2872",30,"Single",3,0,0,4,"(F2)","Aggrav Battery w/Deadly Weapon",1,1380
"2873",30,"Single",3,0,0,4,"(F2)","Aggrav Battery w/Deadly Weapon",1,1315
"2874",60,"Single",0,0,0,26,"(M1)","Battery",0,279
"2875",60,"Single",0,0,0,26,"(M1)","Battery",0,496
"2876",60,"Single",0,0,0,26,"(M1)","Battery",0,173
"2877",54,"Single",0,0,0,13,"(F3)","arrest case no charge",0,271
"2878",54,"Single",0,0,0,13,"(F3)","arrest case no charge",0,734
"2879",54,"Single",0,0,0,13,"(F3)","arrest case no charge",0,2261
"2880",54,"Single",0,0,0,13,"(F3)","arrest case no charge",0,222
"2881",54,"Single",0,0,0,13,"(F3)","arrest case no charge",0,348
"2882",54,"Single",0,0,0,13,"(F3)","arrest case no charge",0,2683
"2883",54,"Single",0,0,0,13,"(F3)","arrest case no charge",0,443
"2884",54,"Single",0,0,0,13,"(F3)","arrest case no charge",0,122
"2885",22,"Single",0,0,0,3,"(F3)","Grand Theft in the 3rd Degree",0,420
"2886",22,"Single",0,0,0,3,"(F3)","Grand Theft in the 3rd Degree",0,1513
"2887",26,"Married",0,0,0,6,"(F2)","Aggravated Battery / Pregnant",1,172
"2888",26,"Single",0,0,0,9,"(F3)","Felony Driving While Lic Suspd",0,1975
"2889",20,"Single",1,1,1,4,"(F3)","Grand Theft in the 3rd Degree",1,1828
"2890",30,"Single",0,0,0,7,"(F3)","Pos Cannabis W/Intent Sel/Del",1,29
"2891",48,"Single",0,0,0,20,"(F3)","Possession of Cocaine",1,1371
"2892",48,"Single",0,0,0,20,"(F3)","Possession of Cocaine",1,151
"2893",48,"Single",0,0,0,20,"(F3)","Possession of Cocaine",1,336
"2894",30,"Single",0,0,0,5,"(F3)","Grand Theft in the 3rd Degree",1,684
"2895",30,"Single",0,0,0,5,"(F3)","Grand Theft in the 3rd Degree",1,290
"2896",66,"Single",0,0,0,14,"(F2)","Aggrav Battery w/Deadly Weapon",0,2155
"2897",66,"Divorced",0,0,0,14,"(F2)","Aggrav Battery w/Deadly Weapon",0,2155
"2898",38,"Single",0,0,0,8,"(M1)","Unlaw Use False Name/Identity",1,432
"2899",49,"Single",0,0,0,2,"(F3)","Possession of Cocaine",0,963
"2900",49,"Single",0,0,0,2,"(F3)","Possession of Cocaine",0,123
"2901",49,"Single",0,0,0,2,"(F3)","Possession of Cocaine",0,345
"2902",23,"Single",0,0,0,1,"(F3)","Unauth Poss ID Card or DL",1,1912
"2903",26,"Single",0,0,0,4,"(F3)","Grand Theft (Motor Vehicle)",1,475
"2904",29,"Single",1,2,0,6,"(F3)","Crim Use of Personal ID Info",1,895
"2905",38,"Single",0,0,0,1,"(F3)","arrest case no charge",1,102
"2906",38,"Single",0,0,0,1,"(F3)","arrest case no charge",1,5390
"2907",23,"Single",0,0,0,4,"(F2)","Poss Cocaine/Intent To Del/Sel",1,173
"2908",62,"Single",0,0,0,0,"(F3)","Sexual Performance by a Child",0,2129
"2909",20,"Single",1,0,0,1,"(F3)","Grand Theft in the 3rd Degree",1,1632
"2910",53,"Single",0,0,0,19,"(F3)","Fel Drive License Perm Revoke",0,0
"2911",53,"Single",0,0,0,19,"(F3)","Fel Drive License Perm Revoke",0,369
"2912",53,"Single",0,0,0,19,"(F3)","Fel Drive License Perm Revoke",0,1167
"2913",53,"Single",0,0,0,19,"(F3)","Fel Drive License Perm Revoke",0,224
"2914",53,"Single",0,0,0,19,"(F3)","Fel Drive License Perm Revoke",0,2064
"2915",53,"Single",0,0,0,19,"(F3)","Fel Drive License Perm Revoke",0,476
"2916",33,"Married",0,0,0,3,"(F3)","Use Computer for Child Exploit",0,1695
"2917",26,"Single",0,1,0,7,"(F3)","Grand Theft in the 3rd Degree",0,513
"2918",38,"Single",0,0,0,6,"(F3)","Aggravated Assault",1,497
"2919",33,"Single",0,0,0,1,"(F1)","arrest case no charge",0,2227
"2920",47,"Single",0,0,0,10,"(M2)","Petit Theft",0,3043
"2921",47,"Single",0,0,0,10,"(M2)","Petit Theft",0,1702
"2922",24,"Single",0,5,1,15,"(F2)","Deliver Cocaine",1,1667
"2923",55,"Divorced",0,0,0,18,"(F3)","arrest case no charge",1,247
"2924",55,"Divorced",0,0,0,18,"(F3)","arrest case no charge",1,82
"2925",55,"Divorced",0,0,0,18,"(F3)","arrest case no charge",1,61
"2926",57,"Single",0,0,0,12,"(F3)","arrest case no charge",1,147
"2927",57,"Single",0,0,0,12,"(F3)","arrest case no charge",1,253
"2928",57,"Single",0,0,0,12,"(F3)","arrest case no charge",1,1022
"2929",57,"Single",0,0,0,12,"(F3)","arrest case no charge",1,136
"2930",57,"Single",0,0,0,12,"(F3)","arrest case no charge",1,180
"2931",57,"Single",0,0,0,12,"(F3)","arrest case no charge",1,470
"2932",31,"Single",0,0,0,0,"(F3)","Possession of Cocaine",1,533
"2933",31,"Single",0,0,0,0,"(F3)","Possession of Cocaine",1,499
"2934",31,"Single",0,0,0,0,"(F3)","Possession of Cocaine",1,1422
"2935",34,"Single",0,0,0,0,"(F3)","Felony Battery w/Prior Convict",1,53
"2936",24,"Single",0,0,0,2,"(M1)","Possess Cannabis/20 Grams Or Less",1,683
"2937",29,"Single",0,1,0,7,"(F3)","Aggravated Assault W/dead Weap",1,1567
"2938",50,"Single",0,0,0,12,"(M1)","Battery",1,0
"2939",43,"Single",0,0,0,7,"(F2)","Agg Battery Grt/Bod/Harm",0,366
"2940",43,"Single",0,0,0,7,"(F2)","Agg Battery Grt/Bod/Harm",0,431
"2941",43,"Single",0,0,0,7,"(F2)","Agg Battery Grt/Bod/Harm",0,356
"2942",31,"Single",0,0,0,12,"(F3)","Driving While License Revoked",0,1982
"2943",23,"Single",0,0,0,0,"(F2)","Robbery / No Weapon",0,611
"2944",41,"Single",0,0,0,31,"(F3)","Driving While License Revoked",1,279
"2945",41,"Single",0,0,0,31,"(F3)","Driving While License Revoked",1,271
"2946",41,"Single",0,0,0,31,"(F3)","Driving While License Revoked",1,126
"2947",41,"Single",0,0,0,31,"(F3)","Driving While License Revoked",1,127
"2948",30,"Single",0,1,0,19,"(F3)","Possession of Cocaine",1,848
"2949",28,"Single",1,2,0,5,"(F2)","Aggrav Battery w/Deadly Weapon",1,984
"2950",33,"Single",0,0,0,0,"(F3)","Grand Theft (Motor Vehicle)",0,271
"2951",33,"Single",0,0,0,0,"(F3)","Grand Theft (Motor Vehicle)",0,1392
"2952",33,"Single",0,0,0,0,"(F3)","Grand Theft (Motor Vehicle)",0,354
"2953",33,"Single",0,0,0,0,"(F3)","Grand Theft (Motor Vehicle)",0,578
"2954",35,"Single",0,1,0,23,"(F3)","Felony Petit Theft",1,174
"2955",35,"Single",0,1,0,23,"(F3)","Felony Petit Theft",1,240
"2956",35,"Single",0,1,0,23,"(F3)","Felony Petit Theft",1,824
"2957",45,"Single",0,0,0,16,"(F3)","Possession of Oxycodone",0,529
"2958",45,"Single",0,0,0,16,"(F3)","Possession of Oxycodone",0,1045
"2959",21,"Single",0,0,0,0,"(F2)","Burglary Unoccupied Dwelling",1,1938
"2960",21,"Single",0,1,1,3,"(M1)","Battery",1,174
"2961",46,"Separated",0,0,0,18,"(F3)","Felony Petit Theft",1,629
"2962",24,"Single",0,1,0,2,"(F3)","Burglary Structure Unoccup",1,1393
"2963",57,"Single",0,0,0,2,"(F3)","Resist Officer w/Violence",0,378
"2964",57,"Single",0,0,0,2,"(F3)","Resist Officer w/Violence",0,176
"2965",57,"Single",0,0,0,2,"(F3)","Resist Officer w/Violence",0,57
"2966",43,"Single",0,0,0,12,"(F3)","Carrying Concealed Firearm",0,799
"2967",24,"Single",0,0,0,5,"(F3)","Uttering a Forged Instrument",1,1770
"2968",35,"Single",0,0,0,2,"(F3)","arrest case no charge",0,914
"2969",35,"Single",0,0,0,2,"(F3)","arrest case no charge",0,261
"2970",43,"Single",0,0,0,3,"(F3)","Possession of Cocaine",1,202
"2971",43,"Single",0,0,0,3,"(F3)","Possession of Cocaine",1,686
"2972",55,"Widowed",0,0,0,10,"(F3)","Possession of Cocaine",0,64
"2973",55,"Widowed",0,0,0,10,"(F3)","Possession of Cocaine",0,488
"2974",55,"Widowed",0,0,0,10,"(F3)","Possession of Cocaine",0,489
"2975",57,"Single",0,0,0,12,"(M1)","DUI - Enhanced",0,202
"2976",57,"Single",0,0,0,12,"(M1)","DUI - Enhanced",0,157
"2977",57,"Single",0,0,0,12,"(M1)","DUI - Enhanced",0,427
"2978",57,"Single",0,0,0,12,"(M1)","DUI - Enhanced",0,216
"2979",57,"Single",0,0,0,12,"(M1)","DUI - Enhanced",0,117
"2980",57,"Single",0,0,0,12,"(M1)","DUI - Enhanced",0,279
"2981",57,"Single",0,0,0,12,"(M1)","DUI - Enhanced",0,195
"2982",60,"Single",0,0,0,43,"(F3)","Driving While License Revoked",0,379
"2983",60,"Single",0,0,0,43,"(F3)","Driving While License Revoked",0,301
"2984",60,"Single",0,0,0,43,"(F3)","Driving While License Revoked",0,425
"2985",60,"Single",0,0,0,43,"(F3)","Driving While License Revoked",0,84
"2986",60,"Single",0,0,0,43,"(F3)","Driving While License Revoked",0,139
"2987",57,"Divorced",0,0,0,11,"(F2)","Strong Armed  Robbery",1,346
"2988",57,"Divorced",0,0,0,11,"(F2)","Strong Armed  Robbery",1,65
"2989",57,"Divorced",0,0,0,11,"(F2)","Strong Armed  Robbery",1,85
"2990",57,"Divorced",0,0,0,11,"(F2)","Strong Armed  Robbery",1,168
"2991",57,"Divorced",0,0,0,11,"(F2)","Strong Armed  Robbery",1,796
"2992",57,"Divorced",0,0,0,11,"(F2)","Strong Armed  Robbery",1,770
"2993",57,"Divorced",0,0,0,11,"(F2)","Strong Armed  Robbery",1,304
"2994",57,"Divorced",0,0,0,11,"(F2)","Strong Armed  Robbery",1,345
"2995",31,"Single",0,0,0,13,"(M1)","Possess Cannabis/20 Grams Or Less",1,147
"2996",27,"Single",1,0,0,6,"(F3)","Possession of Cocaine",1,304
"2997",27,"Single",1,0,0,6,"(F3)","Possession of Cocaine",1,524
"2998",60,"Single",0,0,0,9,"(F3)","Possession of Cocaine",0,829
"2999",60,"Single",0,0,0,9,"(F3)","Possession of Cocaine",0,202
"3000",60,"Single",0,0,0,9,"(F3)","Possession of Cocaine",0,171
"3001",60,"Single",0,0,0,9,"(F3)","Possession of Cocaine",0,401
"3002",60,"Single",0,0,0,9,"(F3)","Possession of Cocaine",0,295
"3003",60,"Single",0,0,0,9,"(F3)","Possession of Cocaine",0,241
"3004",38,"Single",0,1,0,16,"(F1)","Poss of Cocaine W/I/D/S 1000FT Park",1,616
"3005",38,"Single",0,1,0,16,"(F1)","Poss of Cocaine W/I/D/S 1000FT Park",1,1641
"3006",38,"Single",0,1,0,16,"(F1)","Poss of Cocaine W/I/D/S 1000FT Park",1,78
"3007",38,"Single",0,1,0,16,"(F1)","Poss of Cocaine W/I/D/S 1000FT Park",1,499
"3008",36,"Single",0,1,0,12,"(F3)","Possession of Cocaine",1,156
"3009",36,"Single",0,1,0,12,"(F3)","Possession of Cocaine",1,185
"3010",35,"Single",0,2,0,2,"(M2)","Operating W/O Valid License",0,566
"3011",35,"Single",0,2,0,2,"(M2)","Operating W/O Valid License",0,2602
"3012",41,"Single",0,0,0,2,"(F3)","Aggravated Assault W/dead Weap",1,1658
"3013",41,"Single",0,0,0,2,"(F3)","Aggravated Assault W/dead Weap",1,1222
"3014",24,"Single",0,1,0,9,"(M2)","Operating W/O Valid License",1,497
"3015",49,"Married",0,0,0,4,"(F3)","Possession of Cocaine",0,617
"3016",49,"Married",0,0,0,4,"(F3)","Possession of Cocaine",0,4746
"3017",49,"Married",0,0,0,4,"(F3)","Possession of Cocaine",0,285
"3018",21,"Single",0,0,1,1,"(F3)","Grand Theft in the 3rd Degree",0,321
"3019",28,"Single",0,0,0,9,"(M2)","arrest case no charge",1,36
"3020",27,"Single",0,0,0,2,"(F3)","Tamper With Witness/Victim/CI",1,335
"3021",23,"Single",0,0,0,3,"(M2)","Operating W/O Valid License",0,2073
"3022",41,"Single",0,0,0,1,"(F7)","Possess/Use Weapon 1 Deg Felon",0,738
"3023",26,"Single",0,0,0,2,"(F3)","Aggravated Assault W/Dead Weap",1,202
"3024",37,"Single",0,0,0,9,"(F3)","Poss3,4 Methylenedioxymethcath",1,1380
"3025",25,"Single",0,2,0,5,"(F3)","Aggravated Assault w/Firearm",0,1756
"3026",54,"Single",0,0,0,6,"(F1)","arrest case no charge",0,1748
"3027",54,"Single",0,0,0,6,"(F1)","arrest case no charge",0,1169
"3028",54,"Single",0,0,0,6,"(F1)","arrest case no charge",0,2279
"3029",54,"Single",0,0,0,6,"(F1)","arrest case no charge",0,1946
"3030",54,"Single",0,0,0,6,"(F1)","arrest case no charge",0,841
